,Date,Open,High,Low,Close,Volume
67,2003-06-04,97.66,99.35,97.57,99.16,49360700
68,2003-06-05,98.58,99.65,98.27,99.65,46262400
69,2003-06-06,100.4,101.4,99.13,99.26,60356800
70,2003-06-09,98.77,99.1,97.77,98.25,37808500
71,2003-06-10,98.46,99.26,98.19,99.25,29965900
72,2003-06-11,99.16,100.39,98.71,100.3,37610200
73,2003-06-12,100.75,100.9,99.62,100.61,36442000
74,2003-06-13,100.61,100.75,98.95,99.56,48628300
75,2003-06-16,99.96,101.7,99.8,101.66,36326300
76,2003-06-17,102.07,102.18,101.23,101.66,36801800
77,2003-06-18,101.29,102.14,101.0,101.57,35521000
78,2003-06-19,101.64,101.73,99.84,100.02,43551700
79,2003-06-20,100.39,100.5,99.42,99.44,41545000
80,2003-06-23,99.45,99.66,97.92,98.42,34237500
81,2003-06-24,98.22,99.09,98.02,98.52,36213600
82,2003-06-25,98.53,99.44,97.53,97.53,47743400
83,2003-06-26,97.78,98.98,96.96,98.8,33477300
84,2003-06-27,98.75,99.19,97.58,97.66,54208800
85,2003-06-30,98.22,98.67,97.47,97.63,33349000
86,2003-07-01,97.25,98.85,96.43,98.53,51322800
87,2003-07-02,98.77,99.79,98.57,99.77,34662100
88,2003-07-03,99.07,99.85,97.9,98.74,30792800
89,2003-07-07,99.65,100.9,99.65,100.7,31391100
90,2003-07-08,100.5,101.29,100.17,101.15,30952500
91,2003-07-09,100.92,101.4,100.03,100.58,36528500
92,2003-07-10,99.84,100.04,98.63,99.3,49777700
93,2003-07-11,99.39,100.45,99.39,100.24,39976300
94,2003-07-14,101.2,101.9,100.45,100.73,42114900
95,2003-07-15,101.38,101.46,99.95,100.51,42573600
96,2003-07-16,100.81,100.87,99.23,99.92,39894200
97,2003-07-17,99.15,99.88,98.16,98.5,52253500
98,2003-07-18,99.02,99.8,98.46,99.51,35698100
99,2003-07-21,99.45,99.49,97.85,98.28,34786000
100,2003-07-22,98.69,99.41,97.92,99.17,49968300
101,2003-07-23,99.21,99.45,98.28,99.24,37275400
102,2003-07-24,99.99,100.34,98.37,98.49,40896200
103,2003-07-25,98.66,100.29,98.04,100.23,43241100
104,2003-07-28,100.37,100.98,99.67,99.86,34382800
105,2003-07-29,100.14,100.26,98.68,99.4,53472100
106,2003-07-30,99.6,99.75,98.93,99.16,28363300
107,2003-07-31,99.98,100.91,99.17,99.39,54937200
108,2003-08-01,99.19,99.53,98.24,98.51,49321000
109,2003-08-04,98.31,99.0,97.0,98.51,55214100
110,2003-08-05,98.41,98.76,96.34,96.42,61415600
111,2003-08-06,96.69,98.06,96.42,96.98,50096900
112,2003-08-07,97.17,98.07,96.76,98.0,43427400
113,2003-08-08,98.32,98.55,97.76,98.28,27357300
114,2003-08-11,98.26,99.04,97.84,98.65,34631400
115,2003-08-12,98.71,99.59,98.42,99.55,43285600
116,2003-08-13,99.82,99.85,98.53,99.04,36152000
117,2003-08-14,99.1,99.75,98.45,99.31,35525100
118,2003-08-15,99.36,99.79,99.12,99.62,12567000
119,2003-08-18,99.93,100.6,99.74,100.48,22873800
120,2003-08-19,100.69,100.94,100.0,100.86,37437700
121,2003-08-20,100.29,100.89,100.16,100.45,21295300
122,2003-08-21,101.05,101.52,100.4,100.77,46494200
123,2003-08-22,101.75,101.82,99.73,99.77,52040300
124,2003-08-25,99.71,100.83,99.28,99.93,23473000
125,2003-08-26,99.5,100.39,98.83,100.11,45065800
126,2003-08-27,100.05,100.36,99.57,100.14,18919500
127,2003-08-28,100.4,101.0,99.66,100.76,27402400
128,2003-08-29,100.61,101.48,100.48,101.44,28706600
129,2003-09-02,101.64,102.88,101.05,102.8,49419100
130,2003-09-03,103.03,103.7,102.78,103.36,44912400
131,2003-09-04,103.1,103.55,102.76,103.41,28381000
132,2003-09-05,102.94,103.55,102.4,102.83,31637300
133,2003-09-08,103.04,103.88,102.93,103.68,32632800
134,2003-09-09,103.37,103.46,102.68,103.0,35053200
135,2003-09-10,102.53,102.8,101.55,101.96,45904900
136,2003-09-11,102.1,102.76,101.84,102.26,38396300
137,2003-09-12,101.91,102.64,101.35,102.45,42524800
138,2003-09-15,102.52,102.63,101.95,102.09,21312800
139,2003-09-16,102.23,103.64,102.17,103.58,37892600
140,2003-09-17,103.48,103.79,103.05,103.38,31885800
141,2003-09-18,103.4,104.7,103.17,104.6,30243600
142,2003-09-19,104.27,104.6,103.4,103.67,34331600
143,2003-09-22,102.85,102.96,102.03,102.55,36677400
144,2003-09-23,102.59,103.29,102.36,102.94,32489200
145,2003-09-24,103.12,103.22,101.07,101.11,41694700
146,2003-09-25,101.41,101.88,100.2,100.28,52673100
147,2003-09-26,100.44,100.66,99.85,99.95,42914700
148,2003-09-29,100.3,100.99,99.79,100.93,36771600
149,2003-09-30,100.48,100.76,99.25,99.95,70764496
150,2003-10-01,100.24,102.18,100.2,102.08,65797600
151,2003-10-02,101.93,102.56,101.63,102.45,44591500
152,2003-10-03,103.67,104.28,103.08,103.39,48806900
153,2003-10-06,103.48,103.99,103.2,103.86,20226500
154,2003-10-07,103.26,104.31,102.91,104.26,42602900
155,2003-10-08,104.33,104.39,103.41,104.0,30920800
156,2003-10-09,104.88,105.22,103.83,104.28,40066500
157,2003-10-10,104.27,104.6,103.91,104.57,22682800
158,2003-10-13,104.71,105.29,104.51,104.9,23825600
159,2003-10-14,104.8,105.43,104.36,105.27,38484400
160,2003-10-15,105.86,105.89,104.64,104.99,39021700
161,2003-10-16,104.68,105.73,104.65,105.41,32772200
162,2003-10-17,105.47,105.63,103.98,104.26,32790300
163,2003-10-20,104.45,105.04,103.94,105.04,27657000
164,2003-10-21,104.82,105.28,104.32,104.86,26729100
165,2003-10-22,104.03,104.19,103.19,103.54,33914500
166,2003-10-23,102.89,103.95,102.84,103.35,45830500
167,2003-10-24,102.83,103.58,102.18,103.58,51723600
168,2003-10-27,103.74,104.18,103.27,103.63,32460200
169,2003-10-28,103.98,105.15,103.82,105.04,34956200
170,2003-10-29,104.77,105.43,103.87,105.18,30955400
171,2003-10-30,105.79,105.97,104.8,105.4,39123100
172,2003-10-31,105.4,105.74,105.22,105.3,25761600
173,2003-11-03,105.75,106.61,105.71,105.99,37589300
174,2003-11-04,105.99,106.27,105.58,105.76,31421600
175,2003-11-05,105.49,105.97,104.9,105.84,33558800
176,2003-11-06,105.6,106.44,105.1,106.4,28392300
177,2003-11-07,106.64,106.72,105.57,105.61,31723200
178,2003-11-10,105.74,105.84,105.01,105.18,25530800
179,2003-11-11,105.09,105.33,104.8,105.15,26558600
180,2003-11-12,105.23,106.47,105.16,106.33,28000000
181,2003-11-13,106.01,106.54,105.78,106.36,29714800
182,2003-11-14,106.4,106.95,105.29,105.46,49158500
183,2003-11-17,104.91,105.14,104.04,104.93,44382100
184,2003-11-18,105.24,105.45,103.7,103.84,41155000
185,2003-11-19,104.03,105.01,103.92,104.72,29827000
186,2003-11-20,104.0,105.24,103.75,103.78,53578700
187,2003-11-21,104.24,104.33,103.62,104.21,30016000
188,2003-11-24,104.69,105.78,104.68,105.59,28906400
189,2003-11-25,105.73,106.42,105.45,105.99,37580000
190,2003-11-26,106.42,106.45,105.39,106.37,33053600
191,2003-11-28,106.28,106.66,106.2,106.45,10507500
192,2003-12-01,106.85,107.68,106.8,107.6,38699000
193,2003-12-02,107.38,107.77,107.07,107.33,35352000
194,2003-12-03,107.65,108.08,107.07,107.16,39078600
195,2003-12-04,107.17,107.72,106.94,107.6,36089500
196,2003-12-05,107.12,107.8,106.62,106.85,28824400
197,2003-12-08,106.74,107.64,106.68,107.57,32482900
198,2003-12-09,107.9,107.93,106.54,106.74,43596100
199,2003-12-10,106.77,106.98,105.96,106.73,36915400
200,2003-12-11,106.68,108.1,106.67,107.93,45304000
201,2003-12-12,107.97,108.2,107.39,108.14,34142200
202,2003-12-15,109.17,109.23,107.48,107.6,38693400
203,2003-12-16,107.68,108.5,107.52,108.16,32894200
204,2003-12-17,108.06,108.5,107.8,108.5,23198800
205,2003-12-18,108.55,109.73,108.39,109.72,29353100
206,2003-12-19,109.3,109.37,108.58,108.9,41465100
207,2003-12-22,108.79,109.66,108.78,109.66,27611300
208,2003-12-23,109.48,109.95,109.38,109.73,24741200
209,2003-12-24,109.52,109.88,109.43,109.62,8055800
210,2003-12-26,109.71,110.08,109.63,109.7,8308400
211,2003-12-29,110.1,111.27,109.78,111.16,22483700
212,2003-12-30,111.09,111.27,110.85,111.18,19559500
213,2003-12-31,111.22,111.52,110.84,111.28,31501800
214,2004-01-02,111.74,112.19,110.73,111.23,38072300
215,2004-01-05,111.69,112.52,111.59,112.44,27959800
216,2004-01-06,112.16,112.73,112.0,112.55,20472800
217,2004-01-07,112.39,113.06,111.89,112.93,30170400
218,2004-01-08,113.25,113.41,112.77,113.38,36438400
219,2004-01-09,112.83,113.5,112.27,112.39,54084300
220,2004-01-12,112.55,113.25,112.36,113.22,31564100
221,2004-01-13,113.09,113.23,111.76,112.56,54239700
222,2004-01-14,112.76,113.66,112.67,113.5,30112800
223,2004-01-15,113.57,114.06,112.58,113.78,38408700
224,2004-01-16,114.04,114.31,113.63,114.23,31922700
225,2004-01-20,114.53,114.65,113.82,114.2,29863000
226,2004-01-21,114.13,115.3,113.72,115.1,30725000
227,2004-01-22,115.14,115.38,114.58,114.8,29888500
228,2004-01-23,115.0,115.37,113.95,114.43,44245300
229,2004-01-26,114.39,115.93,114.38,115.87,30460600
230,2004-01-27,115.75,116.5,114.65,114.68,35322800
231,2004-01-28,114.98,115.28,112.94,113.37,52621300
232,2004-01-29,113.56,113.85,112.56,113.48,60117100
233,2004-01-30,113.52,113.72,113.09,113.48,30984400
234,2004-02-02,113.7,114.68,113.12,113.97,38832400
235,2004-02-03,113.74,114.14,113.44,113.78,25093500
236,2004-02-04,113.19,113.73,112.79,112.85,39332600
237,2004-02-05,113.17,113.54,112.78,113.18,37226800
238,2004-02-06,113.42,114.7,113.2,114.45,37216000
239,2004-02-09,114.67,114.87,114.29,114.48,24851300
240,2004-02-10,114.28,115.14,114.26,114.85,27908100
241,2004-02-11,114.85,116.39,114.17,116.07,42965700
242,2004-02-12,115.97,116.27,115.58,115.65,27814700
243,2004-02-13,115.82,116.2,114.75,115.13,44739900
244,2004-02-17,115.85,116.43,115.77,116.17,23984300
245,2004-02-18,116.2,116.6,115.35,115.66,28618000
246,2004-02-19,116.33,116.39,115.06,115.23,51146200
247,2004-02-20,115.48,115.56,114.32,114.88,46728800
248,2004-02-23,115.22,115.26,114.17,114.59,36357000
249,2004-02-24,114.27,114.99,113.03,114.39,43953000
250,2004-02-25,114.46,115.06,114.32,114.87,31213600
251,2004-02-26,114.61,115.29,114.34,114.94,29683000
252,2004-02-27,115.19,115.74,114.63,115.02,39312000
253,2004-03-01,115.43,116.34,115.25,116.16,33130800
254,2004-03-02,115.94,116.97,115.23,115.48,38556400
255,2004-03-03,115.25,115.87,114.92,115.69,31346200
256,2004-03-04,115.72,116.1,115.52,115.99,21060000
257,2004-03-05,115.42,116.95,115.28,116.38,55905600
258,2004-03-08,116.34,116.62,114.91,114.96,39281600
259,2004-03-09,115.1,115.21,114.24,114.5,39746100
260,2004-03-10,114.72,114.77,112.56,112.58,67671800
261,2004-03-11,112.4,113.27,111.1,111.12,89134800
262,2004-03-12,111.73,112.71,111.58,112.58,54012200
263,2004-03-15,112.27,112.35,110.9,111.2,57677200
264,2004-03-16,111.78,112.06,110.84,111.79,59832600
265,2004-03-17,112.18,113.26,112.1,113.04,41607300
266,2004-03-18,112.7,113.27,111.93,113.07,60014300
267,2004-03-19,112.41,112.57,111.04,111.06,48636200
268,2004-03-22,110.54,110.57,109.1,109.65,62752100
269,2004-03-23,110.25,110.4,109.36,109.46,54080200
270,2004-03-24,109.58,110.14,108.85,109.55,51584300
271,2004-03-25,110.08,111.3,109.79,111.0,49873600
272,2004-03-26,110.96,111.79,110.8,111.03,37409500
273,2004-03-29,111.63,112.74,111.58,112.59,44113600
274,2004-03-30,112.3,113.07,112.22,112.97,39059900
275,2004-03-31,112.99,113.4,112.38,113.1,48517600
276,2004-04-01,113.07,113.87,113.05,113.78,45103800
277,2004-04-02,114.81,114.84,113.9,114.64,50987700
278,2004-04-05,114.46,115.38,114.44,115.27,30251800
279,2004-04-06,114.83,115.18,114.62,114.9,28420900
280,2004-04-07,114.95,114.98,114.11,114.63,45890500
281,2004-04-08,115.41,115.41,113.74,114.37,46929700
282,2004-04-12,114.58,115.08,114.57,114.82,23085200
283,2004-04-13,115.26,115.3,113.02,113.21,56210300
284,2004-04-14,112.61,113.64,112.55,113.39,62322300
285,2004-04-15,113.45,113.78,112.36,112.96,61602500
286,2004-04-16,113.38,114.05,112.98,113.83,47059200
287,2004-04-19,113.55,113.99,113.27,113.83,28277600
288,2004-04-20,114.08,114.32,111.78,111.92,53299400
289,2004-04-21,112.2,112.95,111.87,112.67,50177300
290,2004-04-22,112.48,114.67,112.44,114.25,62071500
291,2004-04-23,114.42,114.57,113.79,114.36,29395700
292,2004-04-26,114.5,114.94,113.6,114.2,35515200
293,2004-04-27,114.23,115.12,113.96,114.3,43485500
294,2004-04-28,113.89,114.01,112.5,112.82,50165800
295,2004-04-29,112.72,113.32,111.16,111.83,69687600
296,2004-04-30,112.17,112.38,110.9,110.96,48681400
297,2004-05-03,111.37,112.29,111.35,112.15,33758000
298,2004-05-04,112.25,113.26,111.66,112.06,51185100
299,2004-05-05,112.41,112.96,112.16,112.78,34405000
300,2004-05-06,112.02,112.59,111.0,111.81,54997000
301,2004-05-07,111.22,112.23,109.96,109.96,60950000
302,2004-05-10,109.44,109.75,108.36,108.83,75279400
303,2004-05-11,109.46,110.05,109.33,109.75,48300600
304,2004-05-12,109.57,110.54,108.06,110.45,90830496
305,2004-05-13,109.76,110.81,109.63,109.99,57393700
306,2004-05-14,109.95,110.74,109.27,110.04,54123100
307,2004-05-17,108.89,109.5,108.41,109.1,55020400
308,2004-05-18,109.49,109.94,109.33,109.65,30193100
309,2004-05-19,110.5,111.18,109.15,109.27,54804100
310,2004-05-20,109.45,109.87,109.04,109.62,38082900
311,2004-05-21,109.97,110.55,109.47,109.81,47480400
312,2004-05-24,110.53,110.76,109.68,110.27,40961500
313,2004-05-25,109.9,111.98,109.6,111.85,48668000
314,2004-05-26,111.66,112.29,111.51,112.24,35977000
315,2004-05-27,112.54,113.03,112.06,112.87,45306900
316,2004-05-28,112.73,112.88,112.36,112.86,23367200
317,2004-06-01,112.46,112.86,111.87,112.71,41044700
318,2004-06-02,113.03,113.48,112.46,113.13,39774200
319,2004-06-03,112.81,113.19,112.07,112.09,38688300
320,2004-06-04,112.98,113.58,112.71,112.98,32739500
321,2004-06-07,113.43,114.81,113.42,114.7,31643800
322,2004-06-08,114.37,114.92,114.17,114.86,32846500
323,2004-06-09,114.51,114.7,113.72,113.79,36737600
324,2004-06-10,114.04,114.35,113.93,114.35,21711000
325,2004-06-14,113.82,113.85,112.87,113.22,34633000
326,2004-06-15,113.9,114.45,113.51,114.02,37445000
327,2004-06-16,114.0,114.2,113.7,114.0,26633400
328,2004-06-17,113.85,114.07,113.33,113.83,28402400
329,2004-06-18,113.27,114.22,113.18,113.63,31799800
330,2004-06-21,113.75,114.14,113.13,113.2,25284000
331,2004-06-22,113.13,113.88,112.67,113.77,37334000
332,2004-06-23,113.61,114.84,113.42,114.75,35580000
333,2004-06-24,114.56,114.93,114.26,114.39,35272100
334,2004-06-25,114.41,114.94,113.68,113.84,32837900
335,2004-06-28,114.52,114.61,113.41,113.45,40824500
336,2004-06-29,113.53,114.17,113.42,113.92,28418100
337,2004-06-30,114.07,114.79,113.65,114.53,52230600
338,2004-07-01,114.25,114.4,112.58,112.94,57734700
339,2004-07-02,113.16,113.29,112.6,112.88,34615100
340,2004-07-06,112.37,112.45,111.63,111.89,38698200
341,2004-07-07,111.81,112.57,111.75,112.22,29839800
342,2004-07-08,111.81,112.32,111.2,111.44,45291100
343,2004-07-09,111.72,111.94,111.38,111.73,27412900
344,2004-07-12,111.52,112.04,111.0,111.78,35691300
345,2004-07-13,111.92,112.02,111.6,111.86,26752000
346,2004-07-14,111.26,112.39,111.12,111.52,54089400
347,2004-07-15,111.74,111.91,110.7,110.8,38403500
348,2004-07-16,111.57,111.67,110.44,110.71,40871200
349,2004-07-19,110.75,110.96,109.99,110.24,39592800
350,2004-07-20,110.53,111.9,110.25,111.64,46679800
351,2004-07-21,111.82,112.06,109.45,109.58,56241100
352,2004-07-22,109.36,110.39,108.77,109.88,72477104
353,2004-07-23,109.62,109.71,108.69,108.96,49610500
354,2004-07-26,109.19,109.43,108.21,108.75,49679100
355,2004-07-27,109.05,110.11,108.97,109.77,51295100
356,2004-07-28,109.55,110.37,108.59,110.1,65862300
357,2004-07-29,110.54,110.87,110.0,110.57,52200500
358,2004-07-30,110.32,110.9,110.1,110.84,41581700
359,2004-08-02,110.19,111.36,110.05,111.07,38263100
360,2004-08-03,110.93,111.06,110.16,110.21,40948800
361,2004-08-04,109.89,110.75,109.64,110.2,40763200
362,2004-08-05,110.29,110.38,108.27,108.4,50772000
363,2004-08-06,107.63,107.96,106.62,106.85,74729000
364,2004-08-09,107.02,107.48,106.87,107.0,37476300
365,2004-08-10,107.31,108.41,107.26,108.38,55870600
366,2004-08-11,107.68,108.33,107.1,108.16,52933200
367,2004-08-12,107.68,107.95,106.63,106.98,50015900
368,2004-08-13,107.1,107.35,106.59,107.19,41634700
369,2004-08-16,107.14,108.64,107.1,108.3,45731900
370,2004-08-17,108.75,109.28,108.53,108.91,40701600
371,2004-08-18,108.52,110.17,108.49,110.03,43165400
372,2004-08-19,109.81,110.02,109.18,109.71,39881600
373,2004-08-20,109.61,110.63,109.51,110.48,44870900
374,2004-08-23,110.55,110.77,110.05,110.2,33745100
375,2004-08-24,110.64,110.73,109.85,110.35,30453100
376,2004-08-25,110.33,111.27,109.9,111.1,38551400
377,2004-08-26,110.96,111.31,110.85,111.1,26629500
378,2004-08-27,111.2,111.63,111.05,111.45,24902900
379,2004-08-30,111.23,111.34,110.45,110.53,26726500
380,2004-08-31,110.66,111.16,110.1,111.11,44125300
381,2004-09-01,110.95,111.64,110.48,111.32,52778300
382,2004-09-02,111.24,112.7,111.24,112.58,42736600
383,2004-09-03,112.3,112.82,112.01,112.12,30480500
384,2004-09-07,112.54,113.13,112.32,112.86,37338800
385,2004-09-08,112.62,113.06,112.31,112.58,32963100
386,2004-09-09,112.57,112.88,112.03,112.48,34314800
387,2004-09-10,112.52,113.27,112.08,113.06,27900600
388,2004-09-13,113.31,113.74,113.01,113.43,44398100
389,2004-09-14,113.3,113.69,113.19,113.66,28048900
390,2004-09-15,113.3,113.36,112.68,112.8,38295000
391,2004-09-16,112.85,113.37,112.8,113.14,23911700
392,2004-09-17,112.95,113.36,112.69,113.15,33683000
393,2004-09-20,112.67,112.99,112.28,112.47,37149400
394,2004-09-21,112.75,113.47,112.54,112.96,40920800
395,2004-09-22,112.5,112.52,111.47,111.55,49042100
396,2004-09-23,111.6,111.7,110.95,110.95,44068700
397,2004-09-24,111.17,111.73,111.13,111.46,34981100
398,2004-09-27,111.1,111.2,110.58,110.75,39355100
399,2004-09-28,110.91,111.51,110.41,111.28,41662900
400,2004-09-29,111.21,111.85,111.0,111.84,33325700
401,2004-09-30,111.55,111.98,111.26,111.76,43536700
402,2004-10-01,112.26,113.65,112.21,113.65,62824300
403,2004-10-04,114.1,114.44,113.8,113.84,33082400
404,2004-10-05,113.85,114.16,113.54,113.9,36910600
405,2004-10-06,113.77,114.68,113.68,114.68,42297800
406,2004-10-07,114.38,114.4,113.36,113.45,39388800
407,2004-10-08,113.15,113.77,112.35,112.51,51872600
408,2004-10-11,112.78,113.02,112.64,112.97,20229100
409,2004-10-12,112.2,112.83,111.94,112.53,41754700
410,2004-10-13,113.0,113.07,111.32,111.54,54212600
411,2004-10-14,111.68,111.93,110.58,110.64,64082200
412,2004-10-15,111.02,111.74,110.57,111.26,63482200
413,2004-10-18,110.89,111.9,110.7,111.68,43535100
414,2004-10-19,112.02,112.23,110.59,110.74,55851900
415,2004-10-20,110.38,110.82,109.75,110.52,57118500
416,2004-10-21,110.79,111.32,110.21,111.24,53218300
417,2004-10-22,111.19,111.25,109.86,109.99,48752400
418,2004-10-25,109.75,110.12,109.35,109.86,43990900
419,2004-10-26,110.13,111.6,109.88,111.54,54337400
420,2004-10-27,111.38,113.1,111.12,112.88,73896000
421,2004-10-28,112.78,113.56,112.49,113.22,54413300
422,2004-10-29,113.12,113.64,112.9,113.2,48820200
423,2004-11-01,113.56,113.84,113.2,113.51,36720900
424,2004-11-02,113.67,114.57,113.22,113.55,56210000
425,2004-11-03,115.03,115.36,114.24,114.98,76960200
426,2004-11-04,114.78,116.67,114.68,116.55,55350300
427,2004-11-05,117.05,117.69,116.49,117.28,63287200
428,2004-11-08,116.98,117.23,116.72,117.11,33863800
429,2004-11-09,117.08,117.5,116.76,116.88,44658100
430,2004-11-10,117.06,117.55,116.76,116.97,45265400
431,2004-11-11,117.18,118.12,117.1,117.86,37863200
432,2004-11-12,117.97,119.0,117.68,118.79,55583700
433,2004-11-15,118.5,118.77,118.23,118.73,35297900
434,2004-11-16,118.36,118.41,117.73,117.88,40028700
435,2004-11-17,118.37,119.14,118.07,118.58,54494000
436,2004-11-18,118.53,118.8,118.23,118.74,31854300
437,2004-11-19,118.7,118.72,117.14,117.42,54276500
438,2004-11-22,117.17,118.12,117.03,117.98,37560200
439,2004-11-23,117.93,118.26,117.37,118.16,41968800
440,2004-11-24,118.27,118.59,118.05,118.44,29724800
441,2004-11-26,118.51,118.98,118.3,118.35,15487700
442,2004-11-29,118.79,119.01,117.48,117.81,61460800
443,2004-11-30,118.0,118.24,117.64,117.89,53685200
444,2004-12-01,118.16,119.5,118.1,119.23,49898300
445,2004-12-02,119.1,119.87,119.01,119.33,60163500
446,2004-12-03,119.31,120.14,119.09,119.25,49067900
447,2004-12-06,119.21,119.64,118.84,119.21,33030500
448,2004-12-07,119.49,119.62,118.04,118.1,52047200
449,2004-12-08,118.21,118.82,118.01,118.79,43895100
450,2004-12-09,118.14,119.46,117.73,119.21,60922800
451,2004-12-10,118.92,119.56,118.85,119.33,47828600
452,2004-12-13,119.76,120.4,119.35,120.37,38541000
453,2004-12-14,120.18,120.96,120.18,120.79,41500700
454,2004-12-15,120.7,121.11,120.31,120.88,46699200
455,2004-12-16,120.72,121.24,120.04,120.81,51641800
456,2004-12-17,119.46,119.97,119.16,119.44,70761904
457,2004-12-20,119.75,120.29,119.17,119.47,47187400
458,2004-12-21,119.6,120.48,119.46,120.39,33094200
459,2004-12-22,120.38,121.08,120.32,120.68,31500700
460,2004-12-23,120.87,121.28,120.09,120.77,25646100
461,2004-12-27,121.2,121.36,120.39,120.52,29944100
462,2004-12-28,120.64,121.33,120.6,121.18,23422900
463,2004-12-29,121.08,121.4,120.95,121.36,22650600
464,2004-12-30,121.4,121.57,121.04,121.13,21076900
465,2004-12-31,121.3,121.66,120.8,120.87,28648800
466,2005-01-03,121.56,121.76,119.9,120.3,55748000
467,2005-01-04,120.46,120.54,118.44,118.83,69167600
468,2005-01-05,118.74,119.25,118.0,118.01,65667300
469,2005-01-06,118.44,119.15,118.26,118.61,47814700
470,2005-01-07,118.97,119.23,118.13,118.44,55847700
471,2005-01-10,118.34,119.46,118.34,119.0,56563300
472,2005-01-11,118.64,118.74,117.99,118.18,63099700
473,2005-01-12,118.4,118.84,117.52,118.57,72720496
474,2005-01-13,118.64,118.73,117.5,117.62,55537500
475,2005-01-14,117.97,118.53,117.76,118.24,42032500
476,2005-01-18,118.05,119.62,117.95,119.47,57391700
477,2005-01-19,119.43,119.52,118.21,118.22,54378900
478,2005-01-20,117.89,118.2,117.29,117.5,72049296
479,2005-01-21,117.79,118.0,116.65,116.78,63160400
480,2005-01-24,117.09,117.34,116.37,116.55,58441900
